DISTRITOS;RELACIONADAS CON LAS PERSONAS;RELACIONADAS CON EL PATRIMONIO;POR TENENCIA DE ARMAS;POR TENENCIA DE DROGAS;POR CONSUMO DE DROGAS;PERSONAS DETENIDAS E INVESTIGADAS;CON VICTIMAS;SIN VICTIMAS;EXPEDIENTES;PROPIEDAD INTELECTUAL E INDUSTRIAL;INFRACCIONES ALIMENTARIAS;MAYORES DE EDAD;MENORES DE 18 AÑOS;INSPECCIONES Y ACTUACIONES;DENUNCIAS;EXPEDIENTES INSTRUIDOS;CONTACTOS CON CENTROS ESCOLARES;AÑO;MES
VILLA DE VALLECAS;20.0;31.0;2.0;13.0;23.0;24.0;24.0;22.0;20.0;0.0;1.0;30.0;0.0;32.0;22.0;0.0;3.0;2019;julio
VICÁLVARO;11.0;5.0;0.0;3.0;4.0;6.0;11.0;14.0;8.0;0.0;0.0;16.0;0.0;38.0;66.0;0.0;0.0;2019;julio
SAN BLAS - CANILLEJAS;27.0;32.0;2.0;17.0;8.0;18.0;40.0;57.0;14.0;3.0;14.0;46.0;6.0;51.0;73.0;4.0;1.0;2019;julio
BARAJAS;8.0;11.0;0.0;2.0;1.0;12.0;11.0;24.0;1.0;3.0;3.0;1.0;0.0;39.0;29.0;0.0;2.0;2019;julio
CENTRO;81.0;140.0;2.0;211.0;80.0;141.0;38.0;29.0;38.0;235.0;182.0;1045.0;6.0;178.0;456.0;17.0;0.0;2019;agosto
ARGANZUELA;16.0;14.0;1.0;3.0;4.0;20.0;31.0;26.0;22.0;10.0;4.0;68.0;7.0;49.0;58.0;0.0;0.0;2019;agosto
RETIRO;7.0;9.0;1.0;8.0;3.0;15.0;34.0;19.0;10.0;26.0;79.0;118.0;1.0;13.0;11.0;0.0;2.0;2019;agosto
SALAMANCA;8.0;31.0;3.0;29.0;7.0;49.0;49.0;42.0;6.0;3.0;8.0;122.0;7.0;64.0;93.0;0.0;0.0;2019;agosto
CHAMARTÍN;4.0;12.0;0.0;27.0;0.0;19.0;35.0;45.0;8.0;15.0;2.0;126.0;1.0;26.0;63.0;0.0;0.0;2019;agosto
TETUÁN;50.0;21.0;2.0;37.0;5.0;28.0;20.0;25.0;8.0;1.0;4.0;390.0;0.0;31.0;96.0;0.0;0.0;2019;agosto
CHAMBERÍ;5.0;11.0;0.0;21.0;8.0;18.0;32.0;26.0;4.0;3.0;10.0;160.0;13.0;77.0;124.0;2.0;0.0;2019;agosto
FUENCARRAL - EL PARDO;23.0;20.0;0.0;13.0;0.0;12.0;31.0;26.0;21.0;5.0;12.0;0.0;0.0;34.0;41.0;0.0;0.0;2019;agosto
MONCLOA - ARAVACA;18.0;17.0;2.0;9.0;2.0;9.0;29.0;34.0;5.0;1.0;1.0;212.0;5.0;12.0;16.0;2.0;0.0;2019;agosto
LATINA;13.0;15.0;3.0;19.0;0.0;21.0;21.0;34.0;17.0;5.0;44.0;215.0;1.0;27.0;64.0;0.0;0.0;2019;agosto
CARABANCHEL;33.0;32.0;2.0;17.0;8.0;49.0;29.0;34.0;20.0;17.0;51.0;117.0;0.0;37.0;50.0;4.0;2.0;2019;agosto
USERA;35.0;34.0;4.0;3.0;1.0;18.0;19.0;28.0;13.0;32.0;60.0;314.0;4.0;20.0;73.0;0.0;0.0;2019;agosto
PUENTE DE VALLECAS;44.0;36.0;9.0;0.0;3.0;91.0;42.0;56.0;45.0;14.0;9.0;111.0;1.0;144.0;142.0;0.0;0.0;2019;agosto
MORATALAZ;12.0;8.0;1.0;0.0;1.0;10.0;11.0;19.0;6.0;0.0;0.0;56.0;0.0;11.0;23.0;0.0;0.0;2019;agosto
CIUDAD LINEAL;40.0;35.0;2.0;37.0;2.0;36.0;41.0;39.0;15.0;1.0;13.0;79.0;6.0;50.0;98.0;0.0;0.0;2019;agosto
HORTALEZA;1.0;4.0;2.0;13.0;1.0;13.0;19.0;28.0;12.0;0.0;2.0;11.0;0.0;6.0;20.0;1.0;0.0;2019;agosto
VILLAVERDE;19.0;19.0;1.0;26.0;1.0;36.0;18.0;18.0;11.0;1.0;11.0;242.0;0.0;92.0;47.0;0.0;4.0;2019;agosto
VILLA DE VALLECAS;15.0;56.0;4.0;3.0;38.0;35.0;10.0;21.0;16.0;0.0;2.0;55.0;0.0;16.0;26.0;0.0;0.0;2019;agosto
VICÁLVARO;12.0;5.0;5.0;11.0;0.0;12.0;13.0;16.0;7.0;0.0;0.0;89.0;0.0;36.0;53.0;0.0;0.0;2019;agosto
SAN BLAS - CANILLEJAS;22.0;40.0;2.0;18.0;6.0;16.0;27.0;39.0;22.0;0.0;9.0;130.0;5.0;7.0;17.0;5.0;1.0;2019;agosto
BARAJAS;9.0;10.0;1.0;1.0;1.0;10.0;11.0;19.0;2.0;3.0;1.0;4.0;0.0;7.0;11.0;0.0;0.0;2019;agosto
CENTRO;114.0;134.0;7.0;179.0;49.0;134.0;62.0;43.0;60.0;406.0;159.0;1808.0;13.0;274.0;557.0;14.0;5.0;2019;septiembre
ARGANZUELA;16.0;19.0;0.0;30.0;26.0;32.0;46.0;48.0;17.0;36.0;35.0;47.0;9.0;129.0;124.0;1.0;3.0;2019;septiembre
RETIRO;5.0;12.0;0.0;7.0;0.0;16.0;61.0;38.0;18.0;2.0;42.0;70.0;19.0;8.0;13.0;0.0;12.0;2019;septiembre
SALAMANCA;7.0;25.0;1.0;52.0;3.0;59.0;74.0;73.0;16.0;2.0;6.0;124.0;12.0;289.0;393.0;0.0;16.0;2019;septiembre
CHAMARTÍN;6.0;10.0;1.0;36.0;26.0;29.0;63.0;55.0;21.0;9.0;6.0;101.0;1.0;48.0;105.0;0.0;3.0;2019;septiembre
TETUÁN;32.0;11.0;2.0;48.0;1.0;37.0;41.0;44.0;20.0;7.0;27.0;331.0;3.0;44.0;123.0;2.0;31.0;2019;septiembre
CHAMBERÍ;11.0;11.0;0.0;12.0;5.0;20.0;56.0;44.0;13.0;7.0;0.0;276.0;7.0;107.0;171.0;0.0;13.0;2019;septiembre
FUENCARRAL - EL PARDO;11.0;14.0;3.0;48.0;3.0;15.0;29.0;58.0;36.0;3.0;18.0;1.0;0.0;68.0;102.0;0.0;1.0;2019;septiembre
MONCLOA - ARAVACA;16.0;24.0;6.0;25.0;3.0;19.0;43.0;67.0;24.0;1.0;9.0;227.0;4.0;14.0;15.0;0.0;26.0;2019;septiembre
LATINA;22.0;21.0;2.0;27.0;6.0;34.0;27.0;36.0;32.0;5.0;52.0;170.0;2.0;47.0;66.0;1.0;28.0;2019;septiembre
CARABANCHEL;42.0;28.0;6.0;27.0;5.0;48.0;54.0;54.0;64.0;28.0;109.0;127.0;1.0;111.0;178.0;6.0;33.0;2019;septiembre
USERA;35.0;26.0;1.0;33.0;8.0;36.0;28.0;33.0;44.0;62.0;87.0;351.0;5.0;55.0;196.0;0.0;14.0;2019;septiembre
PUENTE DE VALLECAS;44.0;40.0;12.0;111.0;1.0;97.0;53.0;80.0;39.0;18.0;20.0;112.0;3.0;151.0;203.0;0.0;0.0;2019;septiembre
MORATALAZ;5.0;6.0;0.0;4.0;0.0;6.0;20.0;23.0;15.0;0.0;0.0;7.0;0.0;2.0;5.0;0.0;20.0;2019;septiembre
CIUDAD LINEAL;32.0;35.0;12.0;86.0;0.0;66.0;49.0;70.0;40.0;3.0;5.0;76.0;2.0;83.0;130.0;0.0;0.0;2019;septiembre
HORTALEZA;5.0;3.0;1.0;15.0;1.0;12.0;39.0;39.0;23.0;0.0;3.0;2.0;0.0;44.0;66.0;1.0;0.0;2019;septiembre
VILLAVERDE;16.0;20.0;1.0;50.0;3.0;32.0;22.0;21.0;23.0;6.0;7.0;319.0;7.0;43.0;51.0;1.0;57.0;2019;septiembre
VILLA DE VALLECAS;20.0;38.0;2.0;13.0;5.0;19.0;21.0;21.0;18.0;1.0;2.0;20.0;1.0;31.0;86.0;0.0;31.0;2019;septiembre
VICÁLVARO;10.0;11.0;0.0;3.0;1.0;6.0;11.0;18.0;16.0;0.0;0.0;43.0;1.0;36.0;35.0;0.0;7.0;2019;septiembre
SAN BLAS - CANILLEJAS;20.0;23.0;2.0;14.0;1.0;30.0;45.0;42.0;34.0;1.0;35.0;18.0;0.0;54.0;110.0;11.0;20.0;2019;septiembre
BARAJAS;8.0;11.0;1.0;7.0;2.0;10.0;13.0;24.0;7.0;1.0;0.0;2.0;0.0;22.0;36.0;0.0;41.0;2019;septiembre
CENTRO;101.0;164.0;1.0;173.0;77.0;212.0;69.0;48.0;57.0;546.0;136.0;883.0;7.0;336.0;602.0;0.0;0.0;2019;octubre
ARGANZUELA;12.0;22.0;4.0;39.0;22.0;29.0;51.0;48.0;23.0;25.0;29.0;62.0;2.0;166.0;210.0;0.0;25.0;2019;octubre
RETIRO;9.0;3.0;1.0;11.0;1.0;16.0;64.0;41.0;5.0;12.0;41.0;110.0;6.0;23.0;35.0;0.0;12.0;2019;octubre
SALAMANCA;7.0;38.0;0.0;64.0;11.0;66.0;91.0;73.0;16.0;6.0;17.0;69.0;10.0;222.0;358.0;3.0;3.0;2019;octubre
CHAMARTÍN;10.0;14.0;0.0;27.0;4.0;24.0;79.0;91.0;8.0;13.0;47.0;58.0;8.0;44.0;104.0;0.0;22.0;2019;octubre
TETUÁN;34.0;27.0;3.0;57.0;10.0;39.0;61.0;45.0;16.0;21.0;42.0;244.0;13.0;46.0;113.0;2.0;1.0;2019;octubre
CHAMBERÍ;9.0;16.0;0.0;33.0;15.0;16.0;57.0;52.0;14.0;6.0;2.0;377.0;26.0;166.0;337.0;23.0;8.0;2019;octubre
FUENCARRAL - EL PARDO;19.0;15.0;10.0;161.0;21.0;30.0;42.0;50.0;37.0;3.0;4.0;1.0;2.0;18.0;28.0;2.0;22.0;2019;octubre
MONCLOA - ARAVACA;26.0;38.0;0.0;9.0;9.0;28.0;52.0;65.0;33.0;0.0;2.0;112.0;4.0;65.0;106.0;3.0;31.0;2019;octubre
LATINA;14.0;23.0;2.0;26.0;2.0;37.0;58.0;51.0;26.0;0.0;38.0;168.0;1.0;33.0;65.0;6.0;36.0;2019;octubre
CARABANCHEL;50.0;26.0;3.0;32.0;6.0;45.0;56.0;70.0;49.0;27.0;56.0;100.0;0.0;92.0;160.0;0.0;94.0;2019;octubre
USERA;31.0;34.0;4.0;16.0;7.0;30.0;37.0;55.0;34.0;39.0;63.0;496.0;1.0;49.0;162.0;2.0;10.0;2019;octubre
PUENTE DE VALLECAS;30.0;35.0;20.0;117.0;37.0;79.0;66.0;82.0;50.0;16.0;45.0;180.0;4.0;177.0;139.0;0.0;20.0;2019;octubre
MORATALAZ;6.0;12.0;2.0;1.0;0.0;14.0;40.0;42.0;19.0;0.0;0.0;34.0;0.0;26.0;60.0;0.0;8.0;2019;octubre
CIUDAD LINEAL;37.0;26.0;6.0;68.0;1.0;42.0;76.0;66.0;41.0;0.0;7.0;61.0;3.0;65.0;51.0;0.0;23.0;2019;octubre
HORTALEZA;13.0;3.0;4.0;25.0;5.0;18.0;49.0;48.0;26.0;0.0;0.0;2.0;0.0;21.0;42.0;0.0;1.0;2019;octubre
VILLAVERDE;21.0;21.0;2.0;30.0;2.0;26.0;24.0;34.0;15.0;11.0;6.0;104.0;8.0;28.0;19.0;1.0;33.0;2019;octubre
VILLA DE VALLECAS;9.0;32.0;5.0;17.0;100.0;22.0;16.0;18.0;7.0;2.0;0.0;50.0;0.0;87.0;154.0;2.0;1.0;2019;octubre
VICÁLVARO;8.0;7.0;0.0;23.0;7.0;3.0;9.0;16.0;18.0;0.0;0.0;51.0;1.0;23.0;21.0;5.0;67.0;2019;octubre
SAN BLAS - CANILLEJAS;21.0;35.0;3.0;25.0;2.0;33.0;64.0;50.0;18.0;0.0;20.0;61.0;6.0;13.0;30.0;0.0;14.0;2019;octubre
BARAJAS;6.0;20.0;0.0;14.0;0.0;9.0;16.0;38.0;6.0;0.0;0.0;0.0;1.0;21.0;28.0;1.0;6.0;2019;octubre
CENTRO;90.0;144.0;12.0;210.0;110.0;161.0;52.0;63.0;41.0;406.0;144.0;840.0;4.0;320.0;664.0;6.0;1.0;2019;noviembre
ARGANZUELA;11.0;15.0;0.0;12.0;7.0;18.0;48.0;39.0;20.0;52.0;5.0;58.0;3.0;170.0;190.0;0.0;3.0;2019;noviembre
RETIRO;2.0;4.0;4.0;5.0;1.0;10.0;45.0;43.0;11.0;18.0;25.0;136.0;22.0;18.0;31.0;0.0;10.0;2019;noviembre
SALAMANCA;13.0;40.0;0.0;35.0;19.0;61.0;87.0;116.0;11.0;14.0;5.0;52.0;13.0;185.0;310.0;0.0;42.0;2019;noviembre
CHAMARTÍN;11.0;12.0;2.0;25.0;1.0;27.0;84.0;81.0;10.0;13.0;21.0;141.0;1.0;62.0;162.0;0.0;0.0;2019;noviembre
TETUÁN;18.0;17.0;2.0;72.0;16.0;49.0;55.0;36.0;8.0;5.0;26.0;274.0;13.0;52.0;135.0;1.0;23.0;2019;noviembre
CHAMBERÍ;16.0;21.0;2.0;36.0;6.0;24.0;73.0;50.0;3.0;1.0;2.0;343.0;14.0;134.0;195.0;1.0;6.0;2019;noviembre
FUENCARRAL - EL PARDO;12.0;10.0;0.0;35.0;0.0;17.0;52.0;43.0;30.0;3.0;9.0;3.0;0.0;37.0;40.0;0.0;0.0;2019;noviembre
MONCLOA - ARAVACA;20.0;19.0;3.0;15.0;6.0;26.0;54.0;65.0;15.0;1.0;2.0;215.0;4.0;35.0;59.0;1.0;2.0;2019;noviembre
LATINA;15.0;11.0;2.0;23.0;4.0;33.0;38.0;48.0;24.0;6.0;13.0;103.0;2.0;31.0;56.0;2.0;42.0;2019;noviembre
CARABANCHEL;64.0;24.0;13.0;22.0;4.0;63.0;66.0;53.0;43.0;44.0;46.0;113.0;0.0;132.0;243.0;7.0;63.0;2019;noviembre
USERA;22.0;32.0;1.0;28.0;4.0;34.0;29.0;40.0;32.0;18.0;77.0;412.0;4.0;63.0;192.0;0.0;25.0;2019;noviembre
PUENTE DE VALLECAS;35.0;33.0;10.0;87.0;7.0;84.0;71.0;79.0;21.0;41.0;17.0;127.0;6.0;127.0;82.0;0.0;0.0;2019;noviembre
MORATALAZ;9.0;15.0;0.0;3.0;0.0;9.0;28.0;27.0;18.0;0.0;1.0;18.0;0.0;21.0;23.0;3.0;20.0;2019;noviembre
CIUDAD LINEAL;28.0;40.0;2.0;37.0;1.0;51.0;76.0;74.0;17.0;6.0;7.0;87.0;0.0;49.0;64.0;1.0;5.0;2019;noviembre
HORTALEZA;7.0;5.0;2.0;14.0;2.0;30.0;36.0;45.0;14.0;0.0;1.0;23.0;0.0;9.0;14.0;2.0;2.0;2019;noviembre
VILLAVERDE;16.0;23.0;3.0;17.0;5.0;26.0;20.0;23.0;13.0;0.0;2.0;70.0;0.0;29.0;54.0;1.0;66.0;2019;noviembre
VILLA DE VALLECAS;16.0;31.0;0.0;10.0;109.0;16.0;27.0;36.0;12.0;11.0;1.0;21.0;0.0;58.0;134.0;0.0;21.0;2019;noviembre
VICÁLVARO;12.0;8.0;0.0;5.0;3.0;3.0;12.0;13.0;11.0;0.0;0.0;42.0;0.0;26.0;21.0;9.0;3.0;2019;noviembre
SAN BLAS - CANILLEJAS;20.0;28.0;4.0;15.0;1.0;19.0;44.0;35.0;17.0;1.0;5.0;59.0;0.0;21.0;30.0;9.0;41.0;2019;noviembre
BARAJAS;7.0;13.0;0.0;8.0;2.0;9.0;15.0;25.0;1.0;0.0;2.0;0.0;0.0;16.0;20.0;0.0;55.0;2019;noviembre
CENTRO;75.0;125.0;650.0;184.0;72.0;219.0;53.0;44.0;36.0;359.0;49.0;634.0;3.0;324.0;779.0;20.0;2.0;2019;diciembre
ARGANZUELA;8.0;17.0;0.0;6.0;9.0;14.0;42.0;45.0;9.0;42.0;2.0;56.0;7.0;61.0;106.0;0.0;2.0;2019;diciembre
RETIRO;2.0;4.0;1.0;11.0;2.0;11.0;54.0;43.0;7.0;11.0;17.0;80.0;6.0;11.0;35.0;0.0;7.0;2019;diciembre
SALAMANCA;6.0;55.0;2.0;59.0;7.0;91.0;85.0;78.0;9.0;22.0;0.0;66.0;9.0;69.0;126.0;0.0;13.0;2019;diciembre
CHAMARTÍN;10.0;16.0;0.0;31.0;1.0;39.0;66.0;67.0;15.0;36.0;2.0;84.0;6.0;51.0;153.0;0.0;0.0;2019;diciembre
TETUÁN;17.0;26.0;2.0;30.0;4.0;60.0;47.0;48.0;5.0;6.0;31.0;270.0;3.0;60.0;156.0;0.0;21.0;2019;diciembre
CHAMBERÍ;7.0;11.0;0.0;24.0;8.0;18.0;53.0;49.0;11.0;2.0;3.0;302.0;20.0;68.0;167.0;1.0;2.0;2019;diciembre
FUENCARRAL - EL PARDO;11.0;9.0;0.0;18.0;1.0;25.0;54.0;63.0;30.0;3.0;6.0;1.0;0.0;66.0;83.0;0.0;0.0;2019;diciembre
MONCLOA - ARAVACA;5.0;17.0;2.0;10.0;0.0;20.0;55.0;58.0;16.0;2.0;0.0;187.0;9.0;73.0;45.0;1.0;3.0;2019;diciembre
LATINA;23.0;26.0;3.0;18.0;5.0;24.0;42.0;47.0;20.0;10.0;7.0;92.0;4.0;41.0;67.0;0.0;12.0;2019;diciembre
CARABANCHEL;40.0;39.0;1.0;20.0;4.0;97.0;54.0;58.0;22.0;8.0;15.0;66.0;0.0;56.0;125.0;4.0;48.0;2019;diciembre
USERA;11.0;36.0;1.0;18.0;1.0;35.0;24.0;48.0;11.0;19.0;50.0;545.0;0.0;65.0;165.0;0.0;2.0;2019;diciembre
PUENTE DE VALLECAS;31.0;39.0;16.0;68.0;9.0;101.0;52.0;95.0;22.0;62.0;15.0;70.0;0.0;43.0;135.0;0.0;0.0;2019;diciembre
MORATALAZ;3.0;10.0;0.0;0.0;1.0;9.0;21.0;30.0;12.0;0.0;0.0;1.0;0.0;8.0;8.0;0.0;13.0;2019;diciembre
CIUDAD LINEAL;23.0;23.0;0.0;27.0;3.0;50.0;47.0;60.0;16.0;6.0;10.0;116.0;3.0;27.0;35.0;0.0;0.0;2019;diciembre
HORTALEZA;3.0;12.0;3.0;12.0;2.0;13.0;26.0;48.0;23.0;0.0;0.0;7.0;1.0;13.0;20.0;1.0;10.0;2019;diciembre
VILLAVERDE;19.0;32.0;1.0;13.0;4.0;34.0;21.0;20.0;5.0;2.0;7.0;74.0;4.0;30.0;44.0;1.0;44.0;2019;diciembre
VILLA DE VALLECAS;11.0;15.0;0.0;0.0;48.0;14.0;14.0;34.0;8.0;1.0;1.0;15.0;0.0;23.0;55.0;0.0;6.0;2019;diciembre
VICÁLVARO;1.0;0.0;0.0;6.0;3.0;7.0;10.0;16.0;2.0;0.0;1.0;65.0;2.0;19.0;9.0;7.0;16.0;2019;diciembre
SAN BLAS - CANILLEJAS;14.0;22.0;1.0;3.0;0.0;48.0;50.0;56.0;11.0;5.0;71.0;8.0;0.0;36.0;72.0;5.0;12.0;2019;diciembre
BARAJAS;8.0;78.0;1.0;1.0;1.0;10.0;13.0;20.0;0.0;0.0;0.0;1.0;0.0;14.0;28.0;0.0;14.0;2019;diciembre
CENTRO;58.0;120.0;36.0;166.0;80.0;162.0;42.0;36.0;40.0;343.0;229.0;729.0;9.0;347.0;728.0;11.0;1.0;2020;enero
ARGANZUELA;7.0;14.0;3.0;10.0;5.0;18.0;27.0;37.0;9.0;33.0;11.0;83.0;9.0;118.0;127.0;0.0;11.0;2020;enero
RETIRO;3.0;3.0;2.0;6.0;0.0;17.0;43.0;38.0;15.0;12.0;24.0;82.0;8.0;20.0;30.0;0.0;5.0;2020;enero
SALAMANCA;11.0;49.0;1.0;43.0;8.0;74.0;63.0;66.0;10.0;30.0;8.0;61.0;7.0;219.0;356.0;0.0;16.0;2020;enero
CHAMARTÍN;6.0;11.0;0.0;8.0;3.0;32.0;53.0;53.0;16.0;5.0;1.0;115.0;5.0;29.0;72.0;2.0;8.0;2020;enero
TETUÁN;16.0;23.0;1.0;11.0;2.0;36.0;45.0;45.0;17.0;0.0;20.0;229.0;8.0;47.0;130.0;0.0;35.0;2020;enero
CHAMBERÍ;14.0;18.0;1.0;34.0;14.0;14.0;44.0;34.0;9.0;14.0;6.0;249.0;12.0;82.0;150.0;5.0;0.0;2020;enero
FUENCARRAL - EL PARDO;6.0;10.0;0.0;19.0;2.0;24.0;47.0;55.0;34.0;4.0;4.0;5.0;0.0;35.0;73.0;0.0;0.0;2020;enero
MONCLOA - ARAVACA;12.0;16.0;0.0;25.0;3.0;17.0;48.0;59.0;27.0;4.0;4.0;147.0;4.0;16.0;35.0;0.0;10.0;2020;enero
LATINA;6.0;15.0;2.0;15.0;0.0;27.0;39.0;39.0;26.0;6.0;6.0;79.0;1.0;25.0;51.0;1.0;26.0;2020;enero
CARABANCHEL;39.0;44.0;0.0;22.0;3.0;39.0;52.0;39.0;21.0;10.0;12.0;65.0;1.0;91.0;114.0;4.0;47.0;2020;enero
USERA;23.0;33.0;3.0;10.0;2.0;33.0;18.0;36.0;12.0;23.0;33.0;383.0;1.0;62.0;207.0;0.0;12.0;2020;enero
PUENTE DE VALLECAS;16.0;28.0;6.0;81.0;5.0;91.0;40.0;82.0;27.0;12.0;2.0;72.0;0.0;117.0;180.0;0.0;1.0;2020;enero
MORATALAZ;4.0;8.0;1.0;11.0;3.0;6.0;30.0;34.0;6.0;0.0;0.0;14.0;0.0;11.0;14.0;0.0;5.0;2020;enero
CIUDAD LINEAL;13.0;32.0;0.0;30.0;1.0;62.0;43.0;69.0;20.0;0.0;9.0;73.0;1.0;80.0;62.0;0.0;1.0;2020;enero
HORTALEZA;3.0;11.0;2.0;8.0;3.0;15.0;42.0;43.0;18.0;0.0;0.0;3.0;1.0;30.0;53.0;1.0;13.0;2020;enero
VILLAVERDE;17.0;35.0;0.0;31.0;2.0;47.0;25.0;34.0;10.0;8.0;10.0;79.0;4.0;51.0;92.0;1.0;47.0;2020;enero
VILLA DE VALLECAS;15.0;30.0;5.0;42.0;70.0;32.0;26.0;34.0;11.0;4.0;3.0;20.0;0.0;68.0;156.0;0.0;22.0;2020;enero
VICÁLVARO;1.0;2.0;3.0;6.0;1.0;4.0;10.0;12.0;6.0;0.0;0.0;49.0;1.0;26.0;15.0;7.0;14.0;2020;enero
SAN BLAS - CANILLEJAS;11.0;22.0;1.0;10.0;0.0;26.0;45.0;46.0;8.0;0.0;4.0;7.0;1.0;57.0;87.0;6.0;18.0;2020;enero
BARAJAS;6.0;21.0;0.0;2.0;0.0;3.0;14.0;28.0;6.0;0.0;0.0;0.0;0.0;15.0;22.0;0.0;34.0;2020;enero
CENTRO;54.0;71.0;8.0;177.0;60.0;141.0;60.0;38.0;46.0;583.0;293.0;729.0;1.0;325.0;574.0;17.0;4.0;2020;febrero
ARGANZUELA;9.0;22.0;1.0;11.0;13.0;36.0;32.0;32.0;14.0;26.0;11.0;125.0;5.0;57.0;68.0;4.0;3.0;2020;febrero
RETIRO;2.0;2.0;1.0;4.0;0.0;11.0;47.0;32.0;9.0;25.0;39.0;103.0;5.0;27.0;43.0;0.0;2.0;2020;febrero
SALAMANCA;7.0;32.0;0.0;91.0;14.0;50.0;64.0;68.0;14.0;6.0;9.0;94.0;5.0;136.0;252.0;0.0;24.0;2020;febrero
CHAMARTÍN;4.0;8.0;0.0;29.0;4.0;24.0;47.0;69.0;16.0;53.0;2.0;70.0;1.0;35.0;73.0;1.0;11.0;2020;febrero
TETUÁN;11.0;25.0;1.0;10.0;0.0;59.0;44.0;47.0;6.0;29.0;32.0;269.0;7.0;74.0;165.0;1.0;30.0;2020;febrero
CHAMBERÍ;21.0;19.0;1.0;44.0;12.0;25.0;49.0;51.0;4.0;5.0;3.0;270.0;14.0;128.0;315.0;0.0;3.0;2020;febrero
FUENCARRAL - EL PARDO;12.0;21.0;0.0;32.0;10.0;19.0;34.0;52.0;36.0;0.0;11.0;18.0;0.0;23.0;40.0;3.0;2.0;2020;febrero
MONCLOA - ARAVACA;9.0;17.0;0.0;28.0;6.0;19.0;42.0;48.0;26.0;0.0;0.0;210.0;2.0;42.0;59.0;0.0;1.0;2020;febrero
LATINA;13.0;13.0;1.0;14.0;7.0;34.0;44.0;26.0;34.0;3.0;34.0;115.0;1.0;29.0;84.0;0.0;27.0;2020;febrero
CARABANCHEL;29.0;51.0;2.0;19.0;6.0;39.0;43.0;50.0;56.0;11.0;32.0;104.0;2.0;98.0;143.0;8.0;37.0;2020;febrero
USERA;28.0;45.0;1.0;13.0;0.0;33.0;30.0;38.0;33.0;20.0;48.0;426.0;1.0;36.0;90.0;1.0;1.0;2020;febrero
PUENTE DE VALLECAS;22.0;30.0;12.0;113.0;2.0;98.0;48.0;62.0;44.0;12.0;25.0;71.0;0.0;112.0;156.0;0.0;1.0;2020;febrero
MORATALAZ;4.0;10.0;1.0;2.0;1.0;12.0;29.0;38.0;11.0;0.0;0.0;28.0;0.0;12.0;35.0;0.0;15.0;2020;febrero
CIUDAD LINEAL;17.0;36.0;3.0;33.0;3.0;43.0;53.0;59.0;37.0;0.0;21.0;69.0;0.0;77.0;80.0;0.0;0.0;2020;febrero
HORTALEZA;3.0;23.0;3.0;24.0;1.0;39.0;34.0;45.0;28.0;0.0;1.0;23.0;0.0;31.0;62.0;5.0;35.0;2020;febrero
VILLAVERDE;18.0;18.0;0.0;9.0;6.0;34.0;23.0;25.0;17.0;2.0;11.0;78.0;0.0;55.0;106.0;2.0;38.0;2020;febrero
VILLA DE VALLECAS;10.0;27.0;5.0;36.0;21.0;32.0;19.0;22.0;16.0;2.0;0.0;53.0;0.0;59.0;97.0;0.0;41.0;2020;febrero
VICÁLVARO;0.0;4.0;1.0;7.0;0.0;2.0;12.0;14.0;19.0;0.0;0.0;38.0;0.0;28.0;30.0;11.0;15.0;2020;febrero
SAN BLAS - CANILLEJAS;7.0;17.0;3.0;14.0;3.0;27.0;42.0;47.0;22.0;0.0;77.0;29.0;8.0;45.0;65.0;5.0;41.0;2020;febrero
BARAJAS;7.0;13.0;1.0;3.0;0.0;8.0;10.0;25.0;2.0;2.0;0.0;18.0;0.0;23.0;28.0;1.0;30.0;2020;febrero
CENTRO;23.0;48.0;1.0;62.0;16.0;95.0;21.0;27.0;36.0;184.0;181.0;486.0;5.0;111.0;163.0;7.0;0.0;2020;marzo
ARGANZUELA;8.0;19.0;1.0;9.0;4.0;29.0;24.0;23.0;19.0;16.0;7.0;24.0;0.0;48.0;58.0;1.0;2.0;2020;marzo
RETIRO;1.0;0.0;1.0;2.0;0.0;4.0;14.0;13.0;9.0;6.0;40.0;42.0;6.0;22.0;21.0;0.0;0.0;2020;marzo
SALAMANCA;3.0;23.0;2.0;29.0;3.0;18.0;24.0;36.0;8.0;1.0;0.0;26.0;0.0;65.0;118.0;0.0;5.0;2020;marzo
CHAMARTÍN;0.0;9.0;0.0;10.0;0.0;14.0;20.0;24.0;3.0;12.0;0.0;7.0;1.0;10.0;31.0;0.0;4.0;2020;marzo
TETUÁN;8.0;6.0;1.0;17.0;2.0;23.0;25.0;22.0;14.0;2.0;9.0;70.0;1.0;55.0;87.0;0.0;19.0;2020;marzo
CHAMBERÍ;13.0;17.0;0.0;15.0;6.0;7.0;27.0;21.0;14.0;4.0;4.0;104.0;2.0;45.0;124.0;1.0;0.0;2020;marzo
FUENCARRAL - EL PARDO;8.0;5.0;0.0;24.0;3.0;15.0;18.0;25.0;24.0;1.0;6.0;9.0;0.0;7.0;8.0;0.0;0.0;2020;marzo
MONCLOA - ARAVACA;8.0;6.0;0.0;6.0;4.0;9.0;20.0;26.0;13.0;1.0;2.0;58.0;0.0;22.0;39.0;1.0;1.0;2020;marzo
LATINA;3.0;26.0;4.0;18.0;4.0;26.0;6.0;18.0;21.0;4.0;5.0;64.0;0.0;37.0;68.0;1.0;6.0;2020;marzo
